Apple, https://www.apple.com/supplier-responsibility/pdf/Apple-Supplier-Code-of-Conduct-and-Supplier-Responsibility-Standards.pdf,https://www.theguardian.com/global-development/2019/dec/16/apple-and-google-named-in-us-lawsuit-over-congolese-child-cobalt-mining-deaths,https://www.bloomberg.com/news/articles/2021-12-21/microsoft-apple-suppliers-exposed-in-australia-anti-slavery-law,https://www.cbp.gov/trade/forced-labor,https://www.business-humanrights.org/en/latest-news/china-83-major-brands-implicated-in-report-on-forced-labour-of-ethnic-minorities-from-xinjiang-assigned-to-factories-across-provinces-includes-company-responses/,https://www.ituc-csi.org/IMG/pdf/pdffrontlines_scandal_en-2.pdf,https://www.business-humanrights.org/en/latest-news/usa-nike-and-coca-cola-among-major-companies-lobbying-congress-to-water-down-uyghur-forced-labour-law/,https://www.hrw.org/report/2018/02/08/hidden-cost-jewelry/human-rights-supply-chains-and-responsibility-jewelry,https://www.dol.gov/sites/dolgov/files/ILAB/child_labor_reports/tda2019/2020_TVPRA_List_Online_Final.pdf,https://www.nytimes.com/2015/07/27/world/outlaw-ocean-thailand-fishing-sea-slaves-pets.html
Amazon, https://www.ft.com/content/c7f24fbb-bb4e-489e-8a30-37708700e816,https://www.theguardian.com/technology/2021/feb/23/amazon-bessemer-alabama-union,https://www.amazon.com/Invisible-Illegal-Microchip-Implants-Humanity-ebook/dp/B006IVZCG2,https://bostonreview.net/articles/amazon-after-bessemer/,https://www.amazon.com/John-Brown-Abolitionist-Slavery-Sparked-ebook/dp/B002ZFGJ30,https://www.seattletimes.com/business/amazon/new-amazon-data-shows-black-latino-and-female-employees-are-underrepresented-in-best-paid-jobs/,https://www.theatlantic.com/business/archive/2018/01/amazon-mechanical-turk/551192/,https://www.sumofus.org/media,https://www.independent.co.uk/news/world/americas/amazon-workers-slam-jeff-bezos-b1887944.html,https://www.fcc.gov/sites/default/files/foia-consumer-complaints-08292017-565-577-interference.pdf
Microsoft, https://www.bloomberg.com/news/articles/2021-12-21/microsoft-apple-suppliers-exposed-in-australia-anti-slavery-law,https://www.theguardian.com/global-development/2019/dec/16/apple-and-google-named-in-us-lawsuit-over-congolese-child-cobalt-mining-deaths,https://www.fcc.gov/sites/default/files/foia-consumer-complaints-08292017-565-577-interference.pdf,https://www.govinfo.gov/content/pkg/FR-2002-05-03/html/X02-180503.htm,https://www.fcc.gov/sites/default/files/foia-consumer-complaints-09142017-565-577-privacy-2.pdf,https://download.microsoft.com/download/4/4/F/44F46E37-D937-42FC-B7E7-16F2EE8C0C71/Microsoft-Policymaker-Guide-Online-Safety.pdf,https://ainowinstitute.org/AI_Now_2019_Report.pdf,https://en.wikipedia.org/wiki/LinkedIn,https://arxiv.org/pdf/2107.14052,https://www.gpo.gov/fdsys/pkg/FR-2002-05-03/pdf/X02-200503.pdf
